S.N.|Candidate|Party|EVM Votes|Postal Votes|Total Votes|% of Votes|UT_OR_STATE|CONSTITUENCY
13.0|NOTA|None of the Above|10134|54|10188|0.67|West Bengal|Diamond harbour
|Total||1524223|6594|1530817||West Bengal|Diamond harbour
1.0|BAPI HALDAR|All India Trinamool Congress|752486|3245|755731|50.52|West Bengal|Mathurapur
2.0|ASHOK PURKAIT|Bharatiya Janata Party|552798|1876|554674|37.08|West Bengal|Mathurapur
3.0|AJAY KUMAR DAS|All India Secular Front|87530|76|87606|5.86|West Bengal|Mathurapur
4.0|DR SARAT CHANDRA HALDER|Communist Party of India (Marxist)|60778|322|61100|4.08|West Bengal|Mathurapur
5.0|BAPI HALDER|Independent|8922|12|8934|0.6|West Bengal|Mathurapur
6.0|BAPI HALDAR|Independent|5607|19|5626|0.38|West Bengal|Mathurapur
7.0|BISWANATH SARDAR|Socialist Unity Centre Of India (COMMUNIST)|4505|29|4534|0.3|West Bengal|Mathurapur
8.0|PANKAJ KUMAR HALDER|Bahujan Samaj Party|4238|19|4257|0.28|West Bengal|Mathurapur
9.0|ASHOKE PUROKAIT|Independent|1489|12|1501|0.1|West Bengal|Mathurapur
10.0|ASHOKE SARDAR|Independent|1474|27|1501|0.1|West Bengal|Mathurapur
11.0|BAPPA DAS|Party for Democratic Socialism|1203|6|1209|0.08|West Bengal|Mathurapur
12.0|RUDRA PRASAD MANDAL|Mulnibasi Party of India|707|13|720|0.05|West Bengal|Mathurapur
13.0|NOTA|None of the Above|8593|38|8631|0.58|West Bengal|Mathurapur
|Total||1490330|5694|1496024||West Bengal|Mathurapur
1.0|PRATIMA MONDAL|All India Trinamool Congress|891053|3259|894312|60.32|West Bengal|Joynagar
2.0|ASHOK KANDARY|Bharatiya Janata Party|422546|1547|424093|28.6|West Bengal|Joynagar
3.0|MEGHNATH HALDER|All India Secular Front|65316|56|65372|4.41|West Bengal|Joynagar
4.0|SAMARENDRA NATH MONDAL|Revolutionary Socialist Party|39927|186|40113|2.71|West Bengal|Joynagar
5.0|NIRANJAN NASKAR|Socialist Unity Centre Of India (COMMUNIST)|14547|75|14622|0.99|West Bengal|Joynagar
6.0|SUJAN SARDAR|Independent|10779|15|10794|0.73|West Bengal|Joynagar
7.0|SINDHUPADA BAIRAGI|Independent|9150|12|9162|0.62|West Bengal|Joynagar
8.0|SHANKAR DEB MONDAL|Bahujan Samaj Party|6363|28|6391|0.43|West Bengal|Joynagar
9.0|JURAN CHANDRA PANDEY|Mulnibasi Party of India|3750|19|3769|0.25|West Bengal|Joynagar
10.0|MILAN NASKAR|Independent|2129|7|2136|0.14|West Bengal|Joynagar
11.0|PRATIMA MONDAL|Independent|2052|27|2079|0.14|West Bengal|Joynagar
12.0|NOTA|None of the Above|9756|32|9788|0.66|West Bengal|Joynagar
|Total||1477368|5263|1482631||West Bengal|Joynagar
1.0|SK NURUL ISLAM|All India Trinamool Congress|801542|2220|803762|52.76|West Bengal|Basirhat
2.0|REKHA PATRA|Bharatiya Janata Party|468593|1622|470215|30.87|West Bengal|Basirhat
3.0|AKHTAR RAHAMAN BISWAS|All India Secular Front|123432|68|123500|8.11|West Bengal|Basirhat
4.0|NIRAPADA SARDAR|Communist Party of India (Marxist)|77611|288|77899|5.11|West Bengal|Basirhat
5.0|MAFIJUL MOLLA|Independent|11833|-|11833|0.78|West Bengal|Basirhat
6.0|PRIYAMA DAS|Independent|6606|14|6620|0.43|West Bengal|Basirhat
7.0|MIRAZ MOLLA|Independent|5902|-|5902|0.39|West Bengal|Basirhat
8.0|MD ABUL KALAM MOLLA|Bahujan Samaj Party|4451|13|4464|0.29|West Bengal|Basirhat
9.0|BIDYUT GAYEN|Independent|3625|9|3634|0.24|West Bengal|Basirhat
10.0|IMRAN ALI SARDAR|Bharatheeya Jawan Kisan Party|2548|5|2553|0.17|West Bengal|Basirhat
11.0|PIYARUL ISLAM|Independent|2388|3|2391|0.16|West Bengal|Basirhat
12.0|SARAVAN SINGH|Independent|2020|1|2021|0.13|West Bengal|Basirhat
13.0|DAUD ALI GAZI|Socialist Unity Centre Of India (COMMUNIST)|1163|4|1167|0.08|West Bengal|Basirhat
14.0|KINKAR KANTI ROY|Independent|1115|3|1118|0.07|West Bengal|Basirhat
15.0|BIPUL CHANDRA BISWAS|Mulnibasi Party of India|1070|4|1074|0.07|West Bengal|Basirhat
16.0|NOTA|None of the Above|5229|19|5248|0.34|West Bengal|Basirhat
|Total||1519128|4273|1523401||West Bengal|Basirhat
1.0|KAKOLI GHOSH DASTIDAR|All India Trinamool Congress|689513|2497|692010|45.15|West Bengal|Barasat
2.0|SWAPAN MAJUMDER|Bharatiya Janata Party|576024|1797|577821|37.7|West Bengal|Barasat
3.0|TAPAS BANERJEE|All India Secular Front|121355|85|121440|7.92|West Bengal|Barasat
4.0|SANJIB CHATTERJEE|All India Forward Bloc|99456|544|100000|6.52|West Bengal|Barasat
5.0|SMRITIKANA HAOLADAR|Bahujan Samaj Party|5759|28|5787|0.38|West Bengal|Barasat
6.0|SAIFUDDIN MONDAL|Independent|3823|4|3827|0.25|West Bengal|Barasat
7.0|SWAPAN MAJUMDAR|Independent|3083|2|3085|0.2|West Bengal|Barasat
8.0|S MUKHTAR AHMED|Independent|2639|8|2647|0.17|West Bengal|Barasat
9.0|SEFALI DEY|Bharatiya Nyay-Adhikar Raksha Party|2244|8|2252|0.15|West Bengal|Barasat
10.0|SADHAN GHOSH|Socialist Unity Centre Of India (COMMUNIST)|2025|22|2047|0.13|West Bengal|Barasat
11.0|BIKASH SARKAR|Mulnibasi Party of India|1928|1|1929|0.13|West Bengal|Barasat
12.0|MOHAN LAL ADHIKARY|Independent|1850|14|1864|0.12|West Bengal|Barasat
13.0|NOTA|None of the Above|17834|58|17892|1.17|West Bengal|Barasat
|Total||1527533|5068|1532601||West Bengal|Barasat
1.0|SOUGATA RAY|All India Trinamool Congress|526289|2290|528579|41.95|West Bengal|Dum dum
2.0|SILBHADRA DATTA|Bharatiya Janata Party|456138|1781|457919|36.34|West Bengal|Dum dum
3.0|SUJAN CHAKRABORTY|Communist Party of India (Marxist)|239418|1366|240784|19.11|West Bengal|Dum dum
4.0|SHEKH IMANUR RAHMAN|Independent|6410|1|6411|0.51|West Bengal|Dum dum
5.0|SWAMINATH KORI|Bahujan Samaj Party|3749|17|3766|0.3|West Bengal|Dum dum
6.0|HIRAK SINHA|Independent|3144|3|3147|0.25|West Bengal|Dum dum
7.0|BANAMALI PANDA|Socialist Unity Centre Of India (COMMUNIST)|1728|11|1739|0.14|West Bengal|Dum dum
8.0|DULU DEY|Independent|1688|6|1694|0.13|West Bengal|Dum dum
9.0|MANIKA MUKHERJEE|Bharatiya Nyay-Adhikar Raksha Party|1231|6|1237|0.1|West Bengal|Dum dum
10.0|SANTANU MANDAL|Democratic Socialist Party of India|880|5|885|0.07|West Bengal|Dum dum
11.0|TRIDIB BHUNIA|Independent|765|7|772|0.06|West Bengal|Dum dum
12.0|GOURI BISWAS|Independent|698|3|701|0.06|West Bengal|Dum dum
13.0|SUBRATA BHOWMIK|Mera Bharat Mahan Party|602|2|604|0.05|West Bengal|Dum dum
14.0|HARI PADA BISWAS|Mulnibasi Party of India|465|9|474|0.04|West Bengal|Dum dum
15.0|NOTA|None of the Above|11256|78|11334|0.9|West Bengal|Dum dum
|Total||1254461|5585|1260046||West Bengal|Dum dum
1.0|PARTHA BHOWMICK|All India Trinamool Congress|518486|1745|520231|45.56|West Bengal|Barrackpur
2.0|ARJUN SINGH|Bharatiya Janata Party|454184|1609|455793|39.92|West Bengal|Barrackpur
3.0|DEBDUT GHOSH|Communist Party of India (Marxist)|109038|526|109564|9.6|West Bengal|Barrackpur
4.0|MD JAMIR HOSSAIN|All India Secular Front|18797|9|18806|1.65|West Bengal|Barrackpur
5.0|ROHIT KUMAR PATHAK|Independent|7116|16|7132|0.62|West Bengal|Barrackpur
6.0|CHAPALA RAY (MAJUMDER)|Bahujan Samaj Party|3882|27|3909|0.34|West Bengal|Barrackpur
7.0|SHARMISTHA DAS|Independent|3622|12|3634|0.32|West Bengal|Barrackpur
8.0|ANJAN GOSWAMI|Bharatiya Nyay-Adhikar Raksha Party|3434|14|3448|0.3|West Bengal|Barrackpur
9.0|DHARMENDRA SINGH|Independent|2843|4|2847|0.25|West Bengal|Barrackpur
10.0|SANJAY SINGH|Independent|1670|6|1676|0.15|West Bengal|Barrackpur
11.0|DEBASISH BANERJEE|Socialist Unity Centre Of India (COMMUNIST)|1422|12|1434|0.13|West Bengal|Barrackpur
12.0|KUNDAN SINGH|Independent|820|6|826|0.07|West Bengal|Barrackpur
13.0|UDAY VEER CHOUDHURY|Independent|745|12|757|0.07|West Bengal|Barrackpur
14.0|AMIT KUMAR CHOUBEY|Independent|717|4|721|0.06|West Bengal|Barrackpur
15.0|NOTA|None of the Above|11043|39|11082|0.97|West Bengal|Barrackpur
|Total||1137819|4041|1141860||West Bengal|Barrackpur
1.0|SHANTANU THAKUR|Bharatiya Janata Party|716952|2553|719505|48.19|West Bengal|Bangaon
2.0|BISWAJIT DAS S/O LATE BIJAY KRISHNA DAS|All India Trinamool Congress|643653|2159|645812|43.25|West Bengal|Bangaon
3.0|PRADIPKUMAR BISWAS|Indian National Congress|64859|317|65176|4.37|West Bengal|Bangaon
4.0|DIPAK MAJUMDAR|All India Secular Front|19199|17|19216|1.29|West Bengal|Bangaon
5.0|SUJATA BAIRAGI|Independent|9649|4|9653|0.65|West Bengal|Bangaon
6.0|JASHAJIT SARKHEL|Independent|7829|4|7833|0.52|West Bengal|Bangaon
7.0|CHANDAN MALLICK|Bahujan Samaj Party|5905|30|5935|0.4|West Bengal|Bangaon
8.0|PRANITA MANDAL|Independent|2407|4|2411|0.16|West Bengal|Bangaon
9.0|SUMITA PODDAR|Independent|2347|7|2354|0.16|West Bengal|Bangaon
10.0|BISWAJIT DAS S/O LATE BALARAM DAS|Independent|2241|7|2248|0.15|West Bengal|Bangaon
11.0|PATIT PABAN MANDAL|Socialist Unity Centre Of India (COMMUNIST)|2140|29|2169|0.15|West Bengal|Bangaon
12.0|SAMARESH BISWAS|Party for Democratic Socialism|1562|3|1565|0.1|West Bengal|Bangaon
13.0|BISWAJIT DAS|Independent|1257|15|1272|0.09|West Bengal|Bangaon
14.0|KALYAN SARKAR|Independent|676|15|691|0.05|West Bengal|Bangaon
15.0|SUBRATA BISWAS|Guruchand Sena Dal|581|2|583|0.04|West Bengal|Bangaon
16.0|NOTA|None of the Above|6635|50|6685|0.45|West Bengal|Bangaon
|Total||1487892|5216|1493108||West Bengal|Bangaon
1.0|JAGANNATH SARKAR|Bharatiya Janata Party|778046|4350|782396|50.78|West Bengal|Ranaghat
2.0|MUKUT MANI ADHIKARI|All India Trinamool Congress|592276|3221|595497|38.65|West Bengal|Ranaghat
3.0|ALAKESH DAS|Communist Party of India (Marxist)|122970|840|123810|8.04|West Bengal|Ranaghat
4.0|BIPLAB BISWAS|Bahujan Samaj Party|9319|73|9392|0.61|West Bengal|Ranaghat
5.0|PARESH HALDAR|Socialist Unity Centre Of India (COMMUNIST)|8223|16|8239|0.53|West Bengal|Ranaghat
6.0|JAGANNATH SARKAR|Independent|5831|30|5861|0.38|West Bengal|Ranaghat
7.0|SHYAMAL KUMAR MALLICK|Independent|5533|11|5544|0.36|West Bengal|Ranaghat
8.0|NOTA|None of the Above|9798|95|9893|0.64|West Bengal|Ranaghat
|Total||1531996|8636|1540632||West Bengal|Ranaghat
1.0|MAHUA MOITRA|All India Trinamool Congress|624711|4078|628789|44.1|West Bengal|Krishnanagar
2.0|AMRITA ROY|Bharatiya Janata Party|567628|4456|572084|40.13|West Bengal|Krishnanagar
3.0|S.M. SADI|Communist Party of India (Marxist)|179063|1138|180201|12.64|West Bengal|Krishnanagar
4.0|SANJIT BISWAS|Independent|8660|11|8671|0.61|West Bengal|Krishnanagar
5.0|SOURAV HELA|Independent|5061|4|5065|0.36|West Bengal|Krishnanagar
6.0|NEMAI BISWAS|Independent|5047|22|5069|0.36|West Bengal|Krishnanagar
7.0|AMAL CHANDRA SARKAR|Bahujan Samaj Party|5045|55|5100|0.36|West Bengal|Krishnanagar
8.0|AFROJA KHATUN MONDAL|All India Secular Front|4284|14|4298|0.3|West Bengal|Krishnanagar
9.0|ISMAT ARA MONDAL|Socialist Unity Centre Of India (COMMUNIST)|3603|19|3622|0.25|West Bengal|Krishnanagar
10.0|MD. MUKTAR SHAIKH|Independent|3287|7|3294|0.23|West Bengal|Krishnanagar
11.0|ALIK KUMAR KUNDU|Independent|2699|9|2708|0.19|West Bengal|Krishnanagar
12.0|NOTA|None of the Above|6754|57|6811|0.48|West Bengal|Krishnanagar
|Total||1415842|9870|1425712||West Bengal|Krishnanagar
1.0|ABU TAHER KHAN|All India Trinamool Congress|681674|768|682442|44.27|West Bengal|Murshidabad
2.0|MD SALIM|Communist Party of India (Marxist)|517733|494|518227|33.62|West Bengal|Murshidabad
3.0|GOURI SANKAR GHOSH|Bharatiya Janata Party|291013|1018|292031|18.94|West Bengal|Murshidabad
4.0|HABIB SAIKH|All India Secular Front|12359|11|12370|0.8|West Bengal|Murshidabad
5.0|ASIM RAY|Bhartiya Lokmat Rashtrwadi Party|5522|12|5534|0.36|West Bengal|Murshidabad
6.0|SAHABUDDIN MALLIK|Independent|4156|-|4156|0.27|West Bengal|Murshidabad
7.0|RAFIKUL ISLAM|Independent|4064|1|4065|0.26|West Bengal|Murshidabad
8.0|MAHAFUJUL ALAM|Socialist Unity Centre Of India (COMMUNIST)|3423|3|3426|0.22|West Bengal|Murshidabad
9.0|MD TAIEDUL ISLAM|Social Democratic Party Of India|3291|2|3293|0.21|West Bengal|Murshidabad
10.0|DHANANJOY SARKAR|Independent|1535|4|1539|0.1|West Bengal|Murshidabad
11.0|KRISHNA PROSAD BISWAS|Independent|1197|9|1206|0.08|West Bengal|Murshidabad
12.0|NOTA|None of the Above|13249|21|13270|0.86|West Bengal|Murshidabad
|Total||1539216|2343|1541559||West Bengal|Murshidabad
1.0|PATHAN YUSUF|All India Trinamool Congress|523630|886|524516|37.88|West Bengal|Baharampur
2.0|ADHIR RANJAN CHOWDHURY|Indian National Congress|438171|1323|439494|31.74|West Bengal|Baharampur
3.0|DR. NIRMAL KUMAR SAHA|Bharatiya Janata Party|370370|1515|371885|26.86|West Bengal|Baharampur
4.0|SAMIRAN DAS|Independent|18526|1|18527|1.34|West Bengal|Baharampur
5.0|SWAPAN KUMAR MANDAL|Independent|6394|2|6396|0.46|West Bengal|Baharampur
6.0|SANTOSH BISWAS|Bahujan Samaj Party|4219|19|4238|0.31|West Bengal|Baharampur
7.0|BISWAMVOIR KALITA|Independent|3060|2|3062|0.22|West Bengal|Baharampur
8.0|SOMNATH PAUL|All India Arya Mahasabha|2250|-|2250|0.16|West Bengal|Baharampur
9.0|RUNA LAILA|Social Democratic Party Of India|1569|2|1571|0.11|West Bengal|Baharampur
10.0|ABHIJIT MANDAL|Socialist Unity Centre Of India (COMMUNIST)|1410|8|1418|0.1|West Bengal|Baharampur
11.0|ASHIS DAS|Independent|1106|4|1110|0.08|West Bengal|Baharampur
12.0|ADHIR SWARNAKAR|Independent|851|5|856|0.06|West Bengal|Baharampur
13.0|AJIT KUMAR MANDAL|Independent|745|4|749|0.05|West Bengal|Baharampur
14.0|MANIK KUMAR DAS|Jai Prakash Janata Dal|729|-|729|0.05|West Bengal|Baharampur
15.0|AABDUSA SATTAR SEKH|Indian National Socialistic Action Forces|477|7|484|0.03|West Bengal|Baharampur
16.0|NOTA|None of the Above|7474|11|7485|0.54|West Bengal|Baharampur
|Total||1380981|3789|1384770||West Bengal|Baharampur
1.0|KHALILUR RAHAMAN|All India Trinamool Congress|543449|978|544427|39.75|West Bengal|Jangipur
2.0|MURTOJA HOSSAIN BOKUL|Indian National Congress|427105|685|427790|31.23|West Bengal|Jangipur
3.0|DHANANJAY GHOSH|Bharatiya Janata Party|339868|946|340814|24.88|West Bengal|Jangipur
4.0|REJAUL MONDAL|Independent|7500|-|7500|0.55|West Bengal|Jangipur
5.0|SAJAHAN BISWAS|All India Secular Front|6847|11|6858|0.5|West Bengal|Jangipur
6.0|MUKTIPADA KONAI|Independent|5670|1|5671|0.41|West Bengal|Jangipur
7.0|ASHISH BHUIMALI|Independent|3949|2|3951|0.29|West Bengal|Jangipur
8.0|MD SARWARUL ISLAM SARKAR|Bahujan Samaj Party|3511|4|3515|0.26|West Bengal|Jangipur
9.0|MD SAHABUDDIN|Social Democratic Party Of India|3489|7|3496|0.26|West Bengal|Jangipur
10.0|SAMIRUDDIN|Socialist Unity Centre Of India (COMMUNIST)|1946|4|1950|0.14|West Bengal|Jangipur
11.0|PARIMAL GHOSH|Independent|1928|3|1931|0.14|West Bengal|Jangipur
12.0|SANUAR ALI|Bharatheeya Jawan Kisan Party|1698|2|1700|0.12|West Bengal|Jangipur
13.0|RAJIB CHATTERJEE|Bhartiya Lokmat Rashtrwadi Party|1527|5|1532|0.11|West Bengal|Jangipur
14.0|MD ASADUL BISWAS|Independent|1340|-|1340|0.1|West Bengal|Jangipur
15.0|NOTA|None of the Above|17135|23|17158|1.25|West Bengal|Jangipur
|Total||1366962|2671|1369633||West Bengal|Jangipur
1.0|ISHA KHAN CHOUDHURY|Indian National Congress|570966|1429|572395|41.79|West Bengal|Maldaha Dakshin
2.0|SREERUPA MITRA CHAUDHURY (NIRBHAYA DIDI)|Bharatiya Janata Party|441531|2496|444027|32.42|West Bengal|Maldaha Dakshin
3.0|SHAHNAWAZ ALI RAIHAN|All India Trinamool Congress|299825|1201|301026|21.98|West Bengal|Maldaha Dakshin
4.0|PURNOCHANDRA MANDAL|Independent|8381|2|8383|0.61|West Bengal|Maldaha Dakshin
5.0|AHMED HEDATUL HASAN|Independent|5735|1|5736|0.42|West Bengal|Maldaha Dakshin
6.0|MD. JAMAL SAIKH|Independent|5386|-|5386|0.39|West Bengal|Maldaha Dakshin
7.0|BIKASH RABIDAS|Bahujan Samaj Party|5054|11|5065|0.37|West Bengal|Maldaha Dakshin
8.0|BIJOY KUMAR SARKAR|Independent|4773|3|4776|0.35|West Bengal|Maldaha Dakshin
9.0|SUSMITA DEY KARJEE|Bhartiya Lokmat Rashtrwadi Party|3521|14|3535|0.26|West Bengal|Maldaha Dakshin
10.0|AMAL KUMAR RABIDAS|Independent|3263|8|3271|0.24|West Bengal|Maldaha Dakshin
11.0|KAVIR MADAN DAS|Ambedkarite Party of India|3137|3|3140|0.23|West Bengal|Maldaha Dakshin
12.0|ASIM MANDAL|Jan Sangh Party|2786|2|2788|0.2|West Bengal|Maldaha Dakshin
13.0|MD SHAHNAWAJ RAHMATULLAH|Social Democratic Party Of India|2315|8|2323|0.17|West Bengal|Maldaha Dakshin
14.0|JALALUDDIN SARKAR|Bharatiya Nyay-Adhikar Raksha Party|2075|-|2075|0.15|West Bengal|Maldaha Dakshin
15.0|ANGSHUDHAR MANDAL|Socialist Unity Centre Of India (COMMUNIST)|1178|11|1189|0.09|West Bengal|Maldaha Dakshin
16.0|MD NUR ISLAM SEKH|Rashtriya Secular Majlis Party|1130|6|1136|0.08|West Bengal|Maldaha Dakshin
17.0|MD MONIRUL HASAN|Jamat-E-Seratul Mustakim|737|4|741|0.05|West Bengal|Maldaha Dakshin
18.0|NOTA|None of the Above|2759|38|2797|0.2|West Bengal|Maldaha Dakshin
|Total||1364552|5237|1369789||West Bengal|Maldaha Dakshin
1.0|KHAGEN MURMU|Bharatiya Janata Party|525109|1914|527023|37.18|West Bengal|Maldaha Uttar
2.0|PRASUN BANERJEE|All India Trinamool Congress|448234|1081|449315|31.7|West Bengal|Maldaha Uttar
3.0|ALAM MOSTAQUE|Indian National Congress|384063|701|384764|27.14|West Bengal|Maldaha Uttar
4.0|JATISH KISKU|Independent|8680|3|8683|0.61|West Bengal|Maldaha Uttar
5.0|MONATAN HEMBRAM|Independent|7927|6|7933|0.56|West Bengal|Maldaha Uttar
6.0|SWAPAN MAHATO|Independent|7235|2|7237|0.51|West Bengal|Maldaha Uttar
7.0|SANATAN RISHI|Bahujan Samaj Party|5624|8|5632|0.4|West Bengal|Maldaha Uttar
8.0|JOSEPH KISKU|Ambedkarite Party of India|4637|-|4637|0.33|West Bengal|Maldaha Uttar
9.0|MONJU HEMBROM|Independent|3535|3|3538|0.25|West Bengal|Maldaha Uttar
10.0|MD FARUQUE HOSSAIN|Independent|3374|1|3375|0.24|West Bengal|Maldaha Uttar
11.0|SOMNATH DAS|Bharatiya Nyay-Adhikar Raksha Party|3157|7|3164|0.22|West Bengal|Maldaha Uttar
12.0|SUBHASH BARMAN|Kamatapur People’s Party (United)|2019|-|2019|0.14|West Bengal|Maldaha Uttar
13.0|KALICHARAN ROY|Socialist Unity Centre Of India (COMMUNIST)|1286|7|1293|0.09|West Bengal|Maldaha Uttar
14.0|MD SOHEL|All India Secular Front|1090|2|1092|0.08|West Bengal|Maldaha Uttar
15.0|NARESH PAL|Jan Sangh Party|593|3|596|0.04|West Bengal|Maldaha Uttar
16.0|NOTA|None of the Above|7257|31|7288|0.51|West Bengal|Maldaha Uttar
|Total||1413820|3769|1417589||West Bengal|Maldaha Uttar
1.0|SUKANTA MAJUMDAR|Bharatiya Janata Party|572925|2071|574996|46.47|West Bengal|Balurghat
2.0|BIPLAB MITRA|All India Trinamool Congress|563252|1358|564610|45.63|West Bengal|Balurghat
3.0|JOYDEV KUMAR SIDDHANTA|Revolutionary Socialist Party|54081|136|54217|4.38|West Bengal|Balurghat
4.0|HAKIM MURMU|Independent|6820|2|6822|0.55|West Bengal|Balurghat
5.0|BAKHTIAR MUJAHIT SAHANI|Independent|6391|2|6393|0.52|West Bengal|Balurghat
6.0|RANENDRA NATH MALI|Independent|5590|3|5593|0.45|West Bengal|Balurghat
7.0|ANTA HANSDA|Bahujan Samaj Party|5130|15|5145|0.42|West Bengal|Balurghat
8.0|BISWANATH MURMU|Ambedkarite Party of India|3454|11|3465|0.28|West Bengal|Balurghat
9.0|MOZAMMEL HAQUE|All India Secular Front|2261|7|2268|0.18|West Bengal|Balurghat
10.0|NAROTTAM SAHA|Independent|2095|11|2106|0.17|West Bengal|Balurghat
11.0|MD. SARWARDI|Bhumiputra United Party|1957|10|1967|0.16|West Bengal|Balurghat
12.0|BIRENDRA NATH MAHANTA|Socialist Unity Centre Of India (COMMUNIST)|1380|7|1387|0.11|West Bengal|Balurghat
13.0|RUBEL SARKAR|Kamatapur People’s Party (United)|898|4|902|0.07|West Bengal|Balurghat
14.0|NOTA|None of the Above|7430|7|7437|0.6|West Bengal|Balurghat
|Total||1233664|3644|1237308||West Bengal|Balurghat
1.0|KARTICK CHANDRA PAUL|Bharatiya Janata Party|558644|2253|560897|40.99|West Bengal|Raiganj
2.0|KALYANI KRISHNA|All India Trinamool Congress|491150|1550|492700|36.0|West Bengal|Raiganj
3.0|ALI IMRAN RAMZ|Indian National Congress|262694|579|263273|19.24|West Bengal|Raiganj
4.0|DWARIK NATH BARMAN|Independent|8258|6|8264|0.6|West Bengal|Raiganj
5.0|MD NAZIR AKHTAR|Independent|6004|1|6005|0.44|West Bengal|Raiganj
6.0|KALIDASH MURMU|Independent|5865|3|5868|0.43|West Bengal|Raiganj
7.0|SWAPAN KUMAR DAS|Bahujan Samaj Party|4106|11|4117|0.3|West Bengal|Raiganj
8.0|RUPAK ROY|Independent|3355|3|3358|0.25|West Bengal|Raiganj
9.0|FAKIRA MD|Independent|3353|2|3355|0.25|West Bengal|Raiganj
10.0|DURGA MURMU|Ambedkarite Party of India|3330|4|3334|0.24|West Bengal|Raiganj
11.0|PALASH CHANDRA MAHATO|Independent|3112|2|3114|0.23|West Bengal|Raiganj
12.0|ALI IMRAN|Independent|1939|7|1946|0.14|West Bengal|Raiganj
13.0|MD ABRAHIM HOQUE|Independent|1761|2|1763|0.13|West Bengal|Raiganj
14.0|SHAHIDUR RAHMAN|North Bengal People’s Party|1458|4|1462|0.11|West Bengal|Raiganj
15.0|SHARANYA DUTTA|Independent|1328|2|1330|0.1|West Bengal|Raiganj
16.0|SANATAN DUTTA|Socialist Unity Centre Of India (COMMUNIST)|1256|15|1271|0.09|West Bengal|Raiganj
17.0|TAPAN BARMAN|Jai Prakash Janata Dal|1249|2|1251|0.09|West Bengal|Raiganj
18.0|ANWARUL HOQUE|Independent|1187|3|1190|0.09|West Bengal|Raiganj
19.0|RAMESH CHANDRA SINHA|Bhumiputra United Party|1046|5|1051|0.08|West Bengal|Raiganj
20.0|AL MONOWARA BEGAM|India Manus Party|977|5|982|0.07|West Bengal|Raiganj
21.0|NOTA|None of the Above|1924|16|1940|0.14|West Bengal|Raiganj
|Total||1363996|4475|1368471||West Bengal|Raiganj
1.0|RAJU BISTA|Bharatiya Janata Party|675324|4007|679331|51.18|West Bengal|Darjeeling
2.0|GOPAL LAMA|All India Trinamool Congress|498789|2017|500806|37.73|West Bengal|Darjeeling
3.0|MUNISH TAMANG|Indian National Congress|82597|777|83374|6.28|West Bengal|Darjeeling
4.0|BANDANA RAI|Independent|13155|519|13674|1.03|West Bengal|Darjeeling
5.0|BISHNU PRASAD SHARMA|Independent|7431|16|7447|0.56|West Bengal|Darjeeling
6.0|BHUPENDRA LEPCHA|Independent|6369|26|6395|0.48|West Bengal|Darjeeling
7.0|ATASI BISWAS|Kisan Mazdoor Sangharsh Party|4586|55|4641|0.35|West Bengal|Darjeeling
8.0|PRADHAN MARDI|Ambedkarite Party of India|2714|33|2747|0.21|West Bengal|Darjeeling
9.0|KHUSHI RANJAN MANDAL|Independent|2313|24|2337|0.18|West Bengal|Darjeeling
10.0|KALICHARAN BARMAN|Independent|2055|24|2079|0.16|West Bengal|Darjeeling
11.0|QAMRUL HAQUE|North Bengal People’s Party|1829|24|1853|0.14|West Bengal|Darjeeling
12.0|BUDHARU ROY|Kamatapur People’s Party (United)|1734|28|1762|0.13|West Bengal|Darjeeling
13.0|SHAHRIAR ALAM|Socialist Unity Centre Of India (COMMUNIST)|1605|9|1614|0.12|West Bengal|Darjeeling
14.0|SUBODH PAKHRIN|Gorkha Rashtriya Congress|1270|61|1331|0.1|West Bengal|Darjeeling
15.0|NOTA|None of the Above|17960|61|18021|1.36|West Bengal|Darjeeling
|Total||1319731|7681|1327412||West Bengal|Darjeeling
1.0|DR JAYANTA KUMAR ROY|Bharatiya Janata Party|763236|3332|766568|48.57|West Bengal|Jalpaiguri
2.0|NIRMAL CHANDRA ROY|All India Trinamool Congress|677496|2379|679875|43.07|West Bengal|Jalpaiguri
3.0|DEBRAJ BARMAN|Communist Party of India (Marxist)|73629|463|74092|4.69|West Bengal|Jalpaiguri
4.0|SHIPRA RAY HAKIM|Independent|9890|17|9907|0.63|West Bengal|Jalpaiguri
5.0|BINOD MALLICK|Bahujan Samaj Party|8537|29|8566|0.54|West Bengal|Jalpaiguri
6.0|HAREKRISHNA SARKAR|Independent|5837|11|5848|0.37|West Bengal|Jalpaiguri
7.0|MAHESWAR BARMAN|Independent|4254|13|4267|0.27|West Bengal|Jalpaiguri
8.0|RAM PRASAD MANDAL|Socialist Unity Centre Of India (COMMUNIST)|3815|20|3835|0.24|West Bengal|Jalpaiguri
